Season,Week Number,Pediatric Deaths,PREVIOUS WEEK DEATHS,CURRENT WEEK DEATHS
2024-25,2024-50,7,7,0
2024-25,2024-51,13,13,0
2024-25,2024-52,16,16,0
2024-25,2025-01,12,12,0
2024-25,2025-02,10,10,0
2024-25,2025-03,16,16,0
2024-25,2025-04,19,19,0
2024-25,2025-05,21,21,0
2024-25,2025-06,31,31,0
2024-25,2025-07,29,29,0
2024-25,2025-08,26,26,0
2024-25,2025-09,20,20,0
2024-25,2025-10,10,10,0
2024-25,2025-11,14,14,0
2024-25,2025-12,11,11,0
2024-25,2025-13,7,7,0
2024-25,2025-14,1,1,0
2024-25,2025-15,8,8,0
2024-25,2025-16,5,5,0
2025-26,2025-40,0,0,0
2025-26,2025-41,0,0,0
2025-26,2025-42,1,0,1
2025-26,2025-43,1,1,0
2025-26,2025-44,0,0,0
2025-26,2025-45,0,0,0
2025-26,2025-46,0,0,0
2025-26,2025-47,3,3,0
2025-26,2025-48,0,0,0
2025-26,2025-49,1,1,0
2025-26,2025-50,3,3,0
2025-26,2025-51,15,15,0
2025-26,2025-52,23,22,1
2025-26,2025-53,20,20,0
2025-26,2026-01,15,15,0
2025-26,2026-02,9,9,0
2025-26,2026-03,8,6,2
2025-26,2026-04,8,8,0
2025-26,2026-05,11,10,1
2025-26,2026-06,3,3,0
2025-26,2026-07,9,9,0
2025-26,2026-08,7,7,0
2025-26,2026-09,9,9,0
2025-26,2026-10,6,6,0
2025-26,2026-11,5,5,0
2025-26,2026-12,3,3,0
2025-26,2026-13,3,1,2
2025-26,2026-14,1,1,0
2025-26,2026-15,1,1,0
2025-26,2026-16,1,0,1
